heart_rate,spo2,label
94.5,90.1,Warning
80.0,95.3,Normal
72.0,96.1,Normal
75.6,90.78,Warning
81.0,96.36,Normal
56.7,97.72,Warning
43.4,87.01,Danger
110.5,96.59,Warning
83.0,96.64,Normal
105.1,74.73,Danger
30.3,92.12,Danger
125.6,82.14,Danger
70.0,98.26,Normal
98.0,95.56,Normal
67.0,96.81,Normal
31.9,94.28,Danger
61.0,96.46,Normal
55.4,99.62,Warning
68.0,99.37,Normal
172.8,98.83,Danger
76.0,93.45,Warning
103.3,98.99,Warning
113.4,98.1,Warning
78.7,91.02,Warning
76.0,97.03,Normal
135.6,85.09,Danger
159.5,86.2,Danger
114.6,95.67,Warning
90.0,95.12,Normal
31.2,93.51,Danger
56.0,96.44,Warning
58.9,99.43,Warning
64.7,90.88,Warning
39.1,94.63,Danger
51.7,96.66,Warning
51.1,99.61,Warning
105.3,96.35,Warning
98.0,96.44,Normal
67.0,98.4,Normal
128.8,73.69,Danger
34.1,81.0,Danger
103.2,95.21,Warning
97.0,97.47,Normal
67.3,78.6,Danger
97.3,81.78,Danger
78.0,97.74,Normal
97.0,97.22,Normal
88.0,99.1,Normal
166.8,97.95,Danger
101.5,74.66,Danger
81.0,99.39,Normal
126.6,97.04,Danger
88.0,97.35,Normal
105.2,99.77,Warning
124.2,86.85,Danger
51.6,98.88,Warning
93.0,95.88,Normal
99.0,95.66,Normal
60.3,90.97,Warning
21.0,97.41,Danger
53.9,99.05,Warning
60.0,97.69,Normal
116.4,77.58,Danger
179.0,84.4,Danger
110.4,96.38,Warning
104.9,97.21,Warning
55.4,99.62,Warning
54.4,97.79,Warning
146.4,83.46,Danger
103.4,95.63,Warning
72.0,95.68,Normal
71.9,70.65,Danger
54.8,96.72,Warning
117.0,95.98,Warning
82.0,95.96,Normal
94.1,78.47,Danger
67.0,98.12,Normal
162.3,95.96,Danger
39.5,86.56,Danger
118.1,99.77,Warning
72.0,97.37,Normal
175.6,91.47,Danger
83.0,96.46,Normal
47.3,92.86,Danger
87.0,95.21,Normal
95.6,91.71,Warning
99.0,99.49,Normal
81.0,96.89,Normal
106.5,95.81,Warning
67.0,98.6,Normal
99.0,99.5,Normal
78.1,77.59,Danger
53.7,98.75,Warning
88.0,95.76,Normal
98.0,90.19,Warning
37.7,88.75,Danger
56.9,71.34,Danger
92.0,97.68,Normal
74.9,89.26,Danger
61.0,96.84,Normal
104.3,96.12,Warning
70.0,94.85,Warning
159.9,81.3,Danger
45.4,86.59,Danger
176.8,97.95,Danger
56.2,96.38,Warning
118.4,98.46,Warning
82.0,98.75,Normal
89.0,95.83,Normal
105.1,98.77,Warning
109.2,96.25,Warning
174.2,99.6,Danger
56.8,99.13,Warning
99.0,98.38,Normal
82.0,95.71,Normal
70.9,84.62,Danger
75.0,97.03,Normal
52.8,98.43,Warning
42.9,86.32,Danger
69.9,90.51,Warning
93.5,93.73,Warning
65.2,94.0,Warning
54.6,96.83,Warning
38.4,89.07,Danger
72.0,97.3,Normal
53.5,98.69,Warning
99.0,99.78,Normal
57.2,98.84,Warning
96.0,96.35,Normal
109.3,95.66,Warning
72.0,98.74,Normal
57.5,99.15,Warning
76.0,95.93,Normal
58.7,97.01,Warning
47.7,80.29,Danger
173.3,93.52,Danger
81.0,98.03,Normal
46.2,95.13,Danger
96.5,93.58,Warning
107.9,96.75,Warning
79.0,97.12,Normal
151.0,82.52,Danger
55.0,97.25,Warning
107.2,96.45,Warning
62.0,95.59,Normal
75.0,98.98,Normal
64.0,99.87,Normal
82.9,92.77,Warning
75.0,96.57,Normal
53.9,99.16,Warning
33.7,98.32,Danger
58.4,95.56,Warning
117.8,97.69,Warning
56.2,95.45,Warning
82.0,96.84,Normal
67.0,99.56,Normal
94.0,95.27,Normal
125.9,71.95,Danger
54.4,96.53,Warning
66.2,92.62,Warning
87.0,98.49,Normal
140.1,85.07,Danger
93.0,96.79,Normal
73.7,78.33,Danger
60.4,91.64,Warning
72.1,90.02,Warning
75.2,75.47,Danger
24.3,95.3,Danger
26.9,94.19,Danger
91.0,97.6,Normal
149.5,99.38,Danger
56.4,95.57,Warning
81.3,93.07,Warning
85.0,91.05,Warning
42.9,87.96,Danger
91.1,92.26,Warning
80.0,99.74,Normal
85.0,90.65,Warning
73.7,94.08,Warning
54.9,95.67,Warning
179.6,82.19,Danger
51.2,95.29,Warning
58.9,95.95,Warning
51.4,98.6,Warning
69.3,92.43,Warning
91.1,91.67,Warning
72.5,92.42,Warning
94.9,91.94,Warning
128.5,87.39,Danger
85.0,96.85,Normal
69.0,96.2,Normal
86.0,96.85,Normal
107.8,95.7,Warning
53.7,95.91,Warning
93.0,99.85,Normal
175.7,82.09,Danger
104.8,95.9,Warning
39.2,83.34,Danger
40.2,82.58,Danger
114.6,97.47,Warning
84.0,95.72,Normal
157.7,84.79,Danger
75.0,95.91,Normal
90.0,96.74,Normal
95.0,95.71,Normal
69.0,99.1,Normal
110.1,97.9,Warning
82.0,96.0,Normal
65.0,99.13,Normal
69.0,96.43,Normal
104.7,97.2,Warning
94.0,95.41,Normal
70.0,99.33,Normal
78.3,71.62,Danger
87.0,99.12,Normal
99.0,96.52,Normal
106.9,99.84,Warning
21.3,82.91,Danger
95.0,97.11,Normal
27.0,99.47,Danger
73.0,84.85,Danger
67.0,96.7,Normal
52.8,96.19,Warning
47.5,99.05,Danger
178.5,92.63,Danger
90.0,98.88,Normal
51.4,78.52,Danger
21.9,82.27,Danger
56.1,99.51,Warning
144.7,99.52,Danger
155.5,94.03,Danger
52.5,97.62,Warning
71.8,94.02,Warning
74.0,96.68,Normal
60.0,98.17,Normal
105.7,97.03,Warning
99.8,91.5,Warning
62.0,99.77,Normal
35.4,98.68,Danger
91.0,97.03,Normal
41.6,87.49,Danger
51.9,96.94,Warning
97.2,91.77,Warning
143.3,88.53,Danger
80.0,96.56,Normal
33.2,83.12,Danger
97.3,70.86,Danger
52.8,96.74,Warning
134.7,84.03,Danger
65.8,94.29,Warning
53.5,96.76,Warning
46.3,93.52,Danger
84.0,95.44,Normal
124.0,82.54,Danger
114.9,97.83,Warning
101.4,85.97,Danger
97.2,91.51,Warning
66.3,91.97,Warning
63.5,76.93,Danger
79.0,98.63,Normal
107.1,99.22,Warning
82.0,96.08,Normal
95.7,92.43,Warning
28.3,91.38,Danger
21.9,90.54,Danger
53.5,95.71,Warning
33.5,97.55,Danger
177.9,99.16,Danger
81.3,80.49,Danger
147.6,99.29,Danger
75.3,80.91,Danger
109.0,95.72,Warning
58.4,98.5,Warning
87.1,92.35,Warning
133.7,83.94,Danger
97.7,91.45,Warning
87.0,96.27,Normal
44.6,83.9,Danger
90.0,95.81,Normal
76.0,74.05,Danger
79.0,95.64,Normal
21.2,82.49,Danger
39.7,84.94,Danger
52.9,95.52,Warning
24.9,99.79,Danger
62.6,90.14,Warning
73.0,99.67,Normal
96.3,71.67,Danger
95.5,85.54,Danger
154.9,85.61,Danger
69.0,95.7,Normal
24.9,93.02,Danger
149.6,87.66,Danger
100.5,76.57,Danger
64.0,95.55,Normal
128.7,87.74,Danger
24.2,94.77,Danger
118.9,77.15,Danger
79.5,92.77,Warning
68.0,98.08,Normal
95.0,98.82,Normal
21.4,90.47,Danger
61.0,98.18,Normal
58.7,96.99,Warning
101.9,96.91,Warning
89.0,96.84,Normal
63.9,82.02,Danger
99.0,97.28,Normal
66.3,93.17,Warning
65.0,90.67,Warning
86.0,95.31,Normal
91.0,99.38,Normal
38.4,92.72,Danger
86.0,97.81,Normal
86.0,98.05,Normal
46.1,87.88,Danger
73.0,99.24,Normal
69.0,98.12,Normal
61.0,98.11,Normal
51.9,97.7,Warning
65.0,97.79,Normal
71.0,99.38,Normal
152.6,95.64,Danger
32.0,97.14,Danger
87.0,97.13,Normal
57.8,99.16,Warning
77.8,90.65,Warning
86.0,96.37,Normal
151.8,93.37,Danger
104.7,85.05,Danger
88.7,92.34,Warning
108.5,83.16,Danger
32.2,80.93,Danger
51.7,97.95,Warning
63.0,98.08,Normal
79.0,97.33,Normal
73.0,97.4,Normal
26.5,93.94,Danger
109.5,97.99,Warning
66.0,95.01,Normal
106.0,98.18,Warning
57.7,76.45,Danger
139.0,97.21,Danger
91.0,98.1,Normal
46.6,93.94,Danger
76.0,97.32,Normal
90.0,96.06,Normal
27.6,94.35,Danger
86.0,97.73,Normal
150.7,96.6,Danger
116.1,98.72,Warning
70.0,96.52,Normal
113.6,96.25,Warning
86.0,96.77,Normal
93.7,77.19,Danger
88.8,71.48,Danger
98.0,96.4,Normal
114.5,99.8,Warning
76.6,94.39,Warning
70.0,75.87,Danger
104.9,98.16,Warning
29.7,99.62,Danger
80.0,96.57,Normal
80.1,91.01,Warning
86.0,97.68,Normal
41.4,93.9,Danger
51.9,96.15,Warning
37.9,87.29,Danger
95.0,98.1,Normal
129.2,98.32,Danger
58.8,97.31,Warning
84.1,93.71,Warning
32.1,92.94,Danger
172.4,80.9,Danger
62.0,95.81,Normal
45.3,82.25,Danger
57.3,97.88,Warning
80.2,90.86,Warning
117.4,97.09,Warning
65.2,92.14,Warning
74.0,99.8,Normal
123.5,93.71,Danger
75.0,95.12,Normal
78.0,98.52,Normal
43.1,87.87,Danger
79.6,91.51,Warning
127.8,80.57,Danger
32.4,88.88,Danger
113.7,97.23,Warning
89.0,95.88,Normal
82.0,97.81,Normal
111.0,99.01,Warning
92.0,98.9,Normal
51.5,95.08,Warning
113.9,70.55,Danger
93.0,91.35,Warning
105.9,79.5,Danger
52.9,86.05,Danger
84.9,92.55,Warning
45.7,93.52,Danger
119.1,77.43,Danger
151.2,91.77,Danger
80.2,93.69,Warning
103.6,95.89,Warning
74.0,97.33,Normal
94.1,75.73,Danger
60.0,97.86,Normal
116.0,96.32,Warning
20.9,87.7,Danger
79.0,99.36,Normal
117.2,99.77,Warning
75.0,99.34,Normal
118.9,72.14,Danger
92.0,95.81,Normal
64.0,99.49,Normal
71.1,74.28,Danger
93.0,98.27,Normal
52.1,98.69,Warning
93.0,95.9,Normal
54.8,99.3,Warning
84.0,99.72,Normal
22.5,96.86,Danger
29.2,94.77,Danger
94.9,91.94,Warning
80.0,97.75,Normal
71.0,95.46,Normal
142.6,91.22,Danger
83.0,97.97,Normal
105.6,99.6,Warning
89.0,92.45,Warning
85.0,100.0,Normal
60.0,95.63,Normal
80.0,97.33,Normal
114.1,89.56,Danger
129.9,87.06,Danger
66.4,90.7,Warning
177.9,90.38,Danger
89.0,99.18,Normal
71.0,95.68,Normal
90.0,95.59,Normal
52.6,76.99,Danger
77.0,97.92,Normal
98.0,95.4,Normal
67.0,98.65,Normal
85.0,96.41,Normal
68.0,97.82,Normal
94.0,99.75,Normal
96.0,99.14,Normal
99.8,93.26,Warning
71.0,99.29,Normal
161.1,83.69,Danger
63.0,95.7,Normal
118.4,95.96,Warning
95.1,92.98,Warning
51.6,99.86,Warning
82.3,76.5,Danger
66.0,97.99,Normal
42.4,90.88,Danger
78.0,99.34,Normal
60.0,99.58,Normal
97.0,95.95,Normal
60.1,88.61,Danger
76.0,99.55,Normal
91.0,95.93,Normal
95.0,99.18,Normal
118.1,97.48,Warning
61.0,96.01,Normal
160.7,90.02,Danger
65.8,75.84,Danger
102.3,98.03,Warning
82.9,92.32,Warning
61.0,99.63,Normal
122.0,88.4,Danger
116.6,97.98,Warning
164.7,84.91,Danger
108.0,95.45,Warning
67.0,99.6,Normal
64.0,99.02,Normal
122.4,76.08,Danger
89.0,98.32,Normal
57.9,96.44,Warning
66.0,95.89,Normal
30.3,86.19,Danger
64.0,98.78,Normal
73.0,95.09,Normal
32.4,81.38,Danger
63.0,98.77,Normal
100.5,89.43,Danger
107.4,95.73,Warning
31.9,83.7,Danger
164.6,85.73,Danger
28.0,90.43,Danger
116.2,95.51,Warning
64.0,97.05,Normal
114.2,97.42,Warning
99.0,96.87,Normal
118.1,98.39,Warning
91.0,97.54,Normal
102.1,99.84,Warning
83.0,98.4,Normal
94.0,98.14,Normal
28.9,88.67,Danger
93.6,85.26,Danger
67.0,98.36,Normal
140.7,80.69,Danger
98.0,99.03,Normal
64.0,94.37,Warning
26.0,93.54,Danger
99.6,94.06,Warning
71.0,96.18,Normal
32.0,82.24,Danger
85.0,98.29,Normal
54.8,95.05,Warning
95.2,92.84,Warning
55.8,99.89,Warning
84.9,92.69,Warning
55.7,95.41,Warning
99.0,98.34,Normal
67.0,98.18,Normal
64.3,77.89,Danger
92.0,95.49,Normal
114.0,97.28,Warning
126.0,74.44,Danger
133.7,93.03,Danger
20.1,94.79,Danger
54.2,97.09,Warning
68.6,90.58,Warning
53.3,95.41,Warning
76.0,99.81,Normal
57.4,96.51,Warning
98.0,95.62,Normal
42.8,95.18,Danger
113.4,96.49,Warning
71.7,90.43,Warning
90.0,96.8,Normal
141.6,85.23,Danger
52.3,96.35,Warning
141.8,99.59,Danger
69.0,97.35,Normal
56.5,97.97,Warning
70.0,70.95,Danger
167.5,90.09,Danger
90.0,98.75,Normal
112.4,97.73,Warning
63.2,91.68,Warning
34.6,83.13,Danger
89.9,94.31,Warning
91.2,73.89,Danger
71.0,98.24,Normal
51.7,82.2,Danger
62.1,92.42,Warning
107.0,98.94,Warning
175.6,85.04,Danger
109.0,95.79,Warning
175.3,94.29,Danger
60.0,97.92,Normal
77.0,97.33,Normal
69.7,90.15,Warning
101.3,97.3,Warning
87.0,98.66,Normal
32.5,95.54,Danger
90.7,72.41,Danger
64.0,95.44,Normal
21.8,92.93,Danger
55.9,95.74,Warning
132.9,90.91,Danger
90.0,98.49,Normal
26.6,83.37,Danger
83.0,97.21,Normal
85.8,93.22,Warning
76.0,97.99,Normal
89.0,96.8,Normal
101.2,98.15,Warning
115.4,71.64,Danger
138.9,86.11,Danger
57.2,96.27,Warning
51.3,97.77,Warning
77.0,95.52,Normal
61.0,96.23,Normal
52.4,88.28,Danger
72.7,91.55,Warning
158.3,86.74,Danger
168.6,97.16,Danger
163.8,80.12,Danger
64.0,99.21,Normal
61.4,72.28,Danger
61.3,94.6,Warning
86.0,95.84,Normal
118.8,99.65,Warning
54.3,95.32,Warning
83.0,96.92,Normal
75.3,88.62,Danger
116.5,98.28,Warning
41.1,81.86,Danger
61.0,99.23,Normal
85.0,96.8,Normal
88.0,99.25,Normal
21.6,96.64,Danger
69.0,96.62,Normal
57.2,97.04,Warning
85.3,90.1,Warning
99.0,97.92,Normal
58.1,95.89,Warning
103.8,96.48,Warning
87.0,98.51,Normal
72.0,97.58,Normal
97.0,98.99,Normal
95.0,98.38,Normal
30.6,92.85,Danger
56.5,98.45,Warning
115.5,99.52,Warning
113.7,98.48,Warning
85.0,99.71,Normal
106.6,95.86,Warning
108.7,97.86,Warning
81.5,93.25,Warning
87.0,95.16,Normal
99.0,99.84,Normal
78.0,96.51,Normal
51.6,99.16,Warning
129.8,91.01,Danger
68.0,95.82,Normal
148.7,94.08,Danger
67.0,95.94,Normal
88.0,97.6,Normal
22.1,96.29,Danger
123.4,98.2,Danger
51.0,95.66,Warning
78.2,88.47,Danger
60.0,95.77,Normal
52.2,99.84,Warning
74.0,97.48,Normal
55.4,98.76,Warning
144.6,94.17,Danger
21.7,88.83,Danger
64.0,99.55,Normal
72.8,81.22,Danger
68.5,80.54,Danger
20.8,95.19,Danger
115.7,97.3,Warning
90.0,95.6,Normal
95.0,98.27,Normal
129.2,87.48,Danger
110.4,98.36,Warning
117.3,98.87,Warning
79.0,95.61,Normal
61.0,99.78,Normal
63.0,95.48,Normal
90.0,98.11,Normal
54.6,99.76,Warning
72.0,96.28,Normal
61.0,99.85,Normal
99.0,99.11,Normal
148.4,89.87,Danger
67.0,98.07,Normal
94.2,91.07,Warning
108.7,96.78,Warning
101.0,96.96,Warning
83.0,95.79,Normal
106.4,99.43,Warning
58.2,98.2,Warning
117.9,80.5,Danger
106.0,95.56,Warning
56.2,96.85,Warning
107.6,95.8,Warning
88.0,99.61,Normal
61.3,80.24,Danger
78.8,91.41,Warning
42.6,96.35,Danger
84.0,95.3,Normal
84.6,92.42,Warning
78.0,95.16,Normal
88.1,94.85,Warning
33.5,81.79,Danger
60.0,96.35,Normal
125.5,75.82,Danger
66.0,99.53,Normal
62.0,95.09,Normal
76.0,98.62,Normal
93.5,90.05,Warning
43.7,92.93,Danger
94.9,90.02,Warning
53.6,96.91,Warning
45.3,91.36,Danger
135.3,90.75,Danger
77.0,95.99,Normal
25.2,86.05,Danger
125.8,88.36,Danger
86.0,98.27,Normal
31.8,98.61,Danger
57.2,97.76,Warning
64.0,98.02,Normal
168.5,95.02,Danger
121.4,73.15,Danger
70.5,84.76,Danger
106.9,99.37,Warning
34.2,86.61,Danger
82.0,97.86,Normal
65.0,99.02,Normal
72.0,98.22,Normal
63.4,94.03,Warning
130.5,94.69,Danger
56.4,96.61,Warning
94.0,79.44,Danger
109.7,97.87,Warning
111.4,98.16,Warning
79.4,85.63,Danger
77.0,95.39,Normal
74.0,95.56,Normal
150.3,92.05,Danger
76.0,96.68,Normal
149.5,85.69,Danger
41.3,82.52,Danger
54.0,99.56,Warning
108.7,95.67,Warning
125.7,92.37,Danger
107.2,97.38,Warning
77.5,90.8,Warning
79.2,94.33,Warning
111.7,96.42,Warning
60.2,82.65,Danger
53.1,95.98,Warning
67.7,90.58,Warning
104.7,81.43,Danger
111.7,97.91,Warning
117.6,99.8,Warning
32.6,82.84,Danger
22.1,89.79,Danger
63.0,97.65,Normal
105.3,98.07,Warning
78.0,98.63,Normal
84.0,96.52,Normal
169.2,95.44,Danger
68.0,98.96,Normal
99.2,70.99,Danger
107.0,97.56,Warning
95.4,94.22,Warning
39.0,93.12,Danger
47.5,87.22,Danger
179.4,87.99,Danger
88.0,71.01,Danger
92.0,98.69,Normal
114.8,96.87,Warning
86.0,96.14,Normal
169.2,86.37,Danger
85.0,95.25,Normal
64.9,92.34,Warning
83.0,95.07,Normal
91.0,97.13,Normal
92.0,83.1,Danger
87.0,98.1,Normal
39.0,81.3,Danger
48.7,80.34,Danger
83.0,97.12,Normal
66.8,93.91,Warning
67.2,94.4,Warning
99.0,95.6,Normal
57.7,97.11,Warning
27.7,99.02,Danger
106.6,95.99,Warning
94.0,98.33,Normal
58.9,95.39,Warning
21.3,95.58,Danger
152.7,91.42,Danger
75.0,98.03,Normal
112.7,81.24,Danger
98.0,99.43,Normal
89.0,99.06,Normal
64.0,98.79,Normal
25.7,80.21,Danger
69.0,73.69,Danger
89.0,99.91,Normal
87.9,87.65,Danger
123.5,97.92,Danger
44.1,95.08,Danger
168.4,90.4,Danger
116.9,96.84,Warning
55.8,95.93,Warning
94.0,96.23,Normal
56.8,99.27,Warning
90.0,96.4,Normal
112.2,99.66,Warning
52.6,95.37,Warning
82.0,97.4,Normal
93.0,99.2,Normal
47.3,91.32,Danger
82.7,74.01,Danger
79.0,97.59,Normal
56.9,95.02,Warning
110.4,97.15,Warning
179.1,80.11,Danger
74.4,91.77,Warning
78.1,90.16,Warning
95.1,91.33,Warning
104.7,97.51,Warning
91.0,98.43,Normal
103.5,98.84,Warning
37.9,93.19,Danger
76.0,97.86,Normal
93.6,94.27,Warning
117.0,97.07,Warning
68.0,95.54,Normal
88.0,99.02,Normal
97.1,88.04,Danger
112.3,99.02,Warning
88.8,94.6,Warning
58.9,77.7,Danger
99.0,98.14,Normal
60.0,96.35,Normal
111.1,99.42,Warning
55.5,97.73,Warning
102.7,97.02,Warning
94.0,99.48,Normal
63.0,97.29,Normal
66.0,96.54,Normal
80.0,98.11,Normal
54.5,97.96,Warning
25.4,99.6,Danger
68.0,95.81,Normal
93.0,99.46,Normal
93.0,99.21,Normal
145.6,81.61,Danger
55.7,95.4,Warning
86.0,96.6,Normal
80.0,95.37,Normal
70.1,90.84,Warning
78.0,95.83,Normal
43.2,94.23,Danger
68.0,96.84,Normal
93.7,91.33,Warning
76.5,91.65,Warning
106.4,98.77,Warning
87.0,95.77,Normal
53.1,95.76,Warning
92.0,95.4,Normal
68.0,97.88,Normal
63.0,96.2,Normal
102.4,96.25,Warning
86.6,89.9,Danger
125.7,82.05,Danger
161.5,86.07,Danger
69.0,99.77,Normal
90.9,91.64,Warning
113.3,95.69,Warning
107.4,97.25,Warning
56.9,97.48,Warning
112.2,99.21,Warning
45.9,80.53,Danger
68.0,93.9,Warning
85.0,96.88,Normal
141.5,98.64,Danger
111.1,95.97,Warning
91.0,98.59,Normal
111.8,99.39,Warning
80.0,99.62,Normal
114.4,82.32,Danger
55.2,96.76,Warning
101.9,98.88,Warning
55.3,95.7,Warning
116.1,98.33,Warning
46.4,97.8,Danger
77.0,98.79,Normal
95.0,97.98,Normal
64.1,94.54,Warning
70.7,94.26,Warning
62.7,94.49,Warning
33.5,90.8,Danger
26.5,80.08,Danger
108.7,96.04,Warning
110.2,98.89,Warning
72.0,96.27,Normal
92.0,98.86,Normal
91.0,97.73,Normal
63.7,93.65,Warning
56.4,99.64,Warning
83.0,97.29,Normal
20.7,88.75,Danger
58.6,95.61,Warning
107.8,97.5,Warning
73.0,95.37,Normal
94.0,99.29,Normal
81.0,98.39,Normal
93.5,93.83,Warning
115.3,96.73,Warning
103.7,98.62,Warning
51.9,99.49,Warning
57.7,74.84,Danger
64.0,98.09,Normal
91.0,99.94,Normal
76.0,99.81,Normal
37.8,83.8,Danger
152.9,98.84,Danger
78.0,99.87,Normal
119.3,82.62,Danger
110.1,99.4,Warning
116.9,97.23,Warning
72.0,95.13,Normal
96.0,98.78,Normal
143.7,88.42,Danger
139.0,80.75,Danger
68.5,90.9,Warning
108.0,99.42,Warning
71.9,90.8,Warning
53.0,95.03,Warning
27.8,88.87,Danger
51.3,98.77,Warning
98.0,97.14,Normal
31.1,93.6,Danger
145.0,88.62,Danger
20.1,83.76,Danger
94.8,93.78,Warning
87.0,98.01,Normal
20.6,82.67,Danger
88.0,95.09,Normal
83.9,90.26,Warning
110.2,96.1,Warning
67.0,97.55,Normal
53.5,97.93,Warning
94.0,97.39,Normal
78.9,92.33,Warning
58.7,81.72,Danger
102.1,80.96,Danger
87.0,96.48,Normal
76.7,91.11,Warning
79.2,93.84,Warning
95.4,94.34,Warning
75.0,98.41,Normal
109.5,97.18,Warning
81.1,70.31,Danger
63.0,99.54,Normal
42.5,99.77,Danger
81.6,94.28,Warning
135.2,96.62,Danger
94.3,73.37,Danger
90.0,96.53,Normal
74.0,97.64,Normal
97.1,85.96,Danger
118.6,98.32,Warning
101.9,95.99,Warning
88.0,92.85,Warning
66.0,95.25,Normal
134.8,93.8,Danger
80.0,95.87,Normal
66.0,98.94,Normal
77.4,94.83,Warning
53.9,77.3,Danger
58.6,95.03,Warning
147.6,85.38,Danger
67.0,96.22,Normal
56.2,74.29,Danger
111.2,96.42,Warning
170.8,95.32,Danger
23.7,94.91,Danger
51.1,98.17,Warning
63.8,90.75,Warning
94.2,90.64,Warning
86.0,96.29,Normal
43.4,80.85,Danger
134.4,97.69,Danger
52.7,96.69,Warning
118.4,98.23,Warning
57.9,99.33,Warning
112.5,98.15,Warning
99.0,97.59,Normal
57.2,99.65,Warning
37.9,96.39,Danger
112.2,98.25,Warning
63.0,98.59,Normal
95.5,78.64,Danger
81.0,96.27,Normal
60.0,95.3,Normal
152.3,98.1,Danger
95.0,99.53,Normal
108.1,73.87,Danger
107.0,97.85,Warning
91.0,95.96,Normal
76.0,97.57,Normal
122.8,80.49,Danger
78.6,93.7,Warning
118.3,98.9,Warning
108.5,96.62,Warning
55.9,96.68,Warning
120.2,83.2,Danger
87.1,77.71,Danger
146.2,96.94,Danger
113.6,98.48,Warning
84.3,90.44,Warning
123.6,98.19,Danger
66.0,99.78,Normal
64.3,92.81,Warning
107.4,98.76,Warning
30.2,95.84,Danger
68.9,92.97,Warning
80.0,99.04,Normal
77.0,95.91,Normal
104.9,96.73,Warning
140.1,81.17,Danger
32.1,95.66,Danger
21.5,80.26,Danger
57.7,95.01,Warning
80.0,96.88,Normal
106.1,95.08,Warning
113.4,87.95,Danger
44.5,80.79,Danger
123.5,70.86,Danger
96.0,91.38,Warning
115.3,97.88,Warning
95.0,98.11,Normal
54.9,76.36,Danger
88.5,81.29,Danger
111.1,96.49,Warning
71.6,93.92,Warning
63.7,94.03,Warning
101.2,97.59,Warning
110.5,99.24,Warning
101.2,97.17,Warning
32.5,84.35,Danger
84.0,99.41,Normal
52.0,98.14,Warning
52.5,95.72,Warning
144.5,87.17,Danger
94.7,92.12,Warning
65.0,99.68,Normal
51.5,98.0,Warning
63.0,97.18,Normal
105.6,96.58,Warning
133.5,90.08,Danger
57.7,85.21,Danger
104.7,99.65,Warning
106.8,95.59,Warning
83.3,90.28,Warning
90.5,93.01,Warning
53.3,98.17,Warning
75.0,96.75,Normal
57.2,97.33,Warning
51.4,96.24,Warning
64.7,92.02,Warning
33.8,80.03,Danger
102.2,95.3,Warning
84.4,94.53,Warning
62.0,99.35,Normal
125.5,76.22,Danger
87.0,99.65,Normal
69.0,95.81,Normal
169.6,89.22,Danger
79.0,97.45,Normal
78.0,95.35,Normal
112.9,97.22,Warning
92.3,92.75,Warning
41.3,86.96,Danger
76.0,96.82,Normal
98.3,90.55,Warning
99.0,96.54,Normal
77.1,84.7,Danger
33.6,99.22,Danger
74.0,94.07,Warning
81.0,97.56,Normal
94.0,95.9,Normal
93.0,99.02,Normal
143.6,88.98,Danger
29.2,97.75,Danger
101.3,99.7,Warning
42.2,85.9,Danger
71.5,92.97,Warning
77.0,96.76,Normal
107.0,98.45,Warning
99.0,99.63,Normal
111.3,98.73,Warning
97.0,99.93,Normal
52.5,98.0,Warning
58.2,97.63,Warning
93.0,98.21,Normal
76.3,93.17,Warning
142.0,80.99,Danger
51.4,95.48,Warning
110.5,96.44,Warning
90.9,88.64,Danger
55.3,98.83,Warning
62.0,96.25,Normal
117.4,95.68,Warning
24.0,86.99,Danger
91.0,99.26,Normal
81.0,96.3,Normal
155.0,87.1,Danger
71.0,95.56,Normal
168.9,83.79,Danger
74.0,95.57,Normal
149.7,89.11,Danger
42.7,98.07,Danger
96.0,98.38,Normal
27.3,95.25,Danger
68.6,70.71,Danger
67.0,80.83,Danger
125.3,84.8,Danger
67.0,98.95,Normal
68.0,99.19,Normal
63.0,99.84,Normal
93.0,99.06,Normal
107.6,96.2,Warning
93.0,95.71,Normal
55.7,99.56,Warning
178.4,86.34,Danger
34.2,94.62,Danger
55.7,99.76,Warning
101.8,97.43,Warning
92.0,95.11,Normal
63.0,97.29,Normal
71.0,99.52,Normal
170.5,95.15,Danger
62.0,98.36,Normal
99.0,99.34,Normal
76.3,91.83,Warning
63.0,98.08,Normal
36.7,84.7,Danger
81.9,87.14,Danger
54.1,96.72,Warning
48.9,90.71,Danger
77.0,99.0,Normal
141.1,86.37,Danger
143.4,88.44,Danger
79.0,97.38,Normal
130.8,84.27,Danger
73.0,99.98,Normal
118.9,99.21,Warning
106.2,98.03,Warning
111.0,95.21,Warning
102.0,96.04,Warning
92.0,95.78,Normal
143.1,98.79,Danger
43.6,95.04,Danger
95.0,97.83,Normal
150.9,92.4,Danger
161.2,84.89,Danger
109.1,96.44,Warning
156.7,80.88,Danger
33.9,83.77,Danger
82.6,74.48,Danger
148.2,94.8,Danger
35.7,91.82,Danger
58.9,99.01,Warning
93.0,97.2,Normal
43.0,84.79,Danger
73.3,93.87,Warning
114.8,97.44,Warning
33.8,90.2,Danger
43.4,88.89,Danger
93.0,95.41,Normal
80.0,97.57,Normal
164.0,94.16,Danger
74.0,95.27,Normal
65.8,87.33,Danger
91.0,97.14,Normal
54.2,95.2,Warning
48.6,93.21,Danger
130.1,94.99,Danger
113.9,95.9,Warning
80.0,95.62,Normal
53.3,74.47,Danger
139.5,86.98,Danger
55.8,96.7,Warning
163.9,83.6,Danger
159.2,99.4,Danger
64.2,94.88,Warning
72.0,95.58,Normal
98.0,98.7,Normal
